month,channel,comment
Dec,Bloomberg,5:00 Feeding LLM-generated bullsh*t for training other LLM's... What could go wrong?
Dec,Bloomberg,"Instead of interviewing people who works in AI, idk who did they interview. Whats hitting the wall are human expectations — both the (dumb) investors and (hyped) humans. However, the research has always been moving fast. As someone who has been doing AI since models were able to generate unrealistic human faces until the first breakthrough of StyleGAN, AI has been rapidly moving in the research department."
Dec,Bloomberg,"I don't think o3 is AGI, but it does show a meaningful evolution in OpenAI's tech. But I think this article missed out on the geopolitical dynamic. Investors may pull back if they don't see continous growth, but governments may step in. If China is willing to spend $100s of billions, the US will almost certainly commit as much in the name of 'national security'."
Dec,Bloomberg,"Did a gen z ""marketing person"" color grade this video?"
Dec,Wall Street Journal,"In public, everybody condemns pornography. But when you look at the market, you will see tens of billions of dollars annual revenue. So who are the customers? Same people condemning pornography in public.😂😂"
Dec,Wall Street Journal,"I advice against paying for adult content. It’s a big waste of money. Cutting on porn or eliminating it from your life to focus on human interaction that is real and not fake is what one should aspire to. If you are not ready to have a romantic relationship with anyone, invest in yourself and your wellbeing so you are happy and you make the right people for you to stay in your life and connect with you."
Dec,Wall Street Journal,"It's the success of the free market, we love to see it!"
Dec,Wall Street Journal,"For those of us who were of drinking age in the 1980's, the average liquor store had such a small, pitiful, selection of beers compared to what is available now. This is why so many women in the 1980's would claim that they 'didn't like beer' because our choices were so limited. But with craft beers, and beers coming in all kinds of flavors such as coffee stouts, grapefruit IPAs, berry flavored beers, and citrus, that opened the market up for a new audience."
Dec,Wall Street Journal,"I plan to retire at 62 in another country outside the US that is free, safe and very cheap with a high quality of life. I could fully just rely on only my SS if I wanted to when that times arrives but l'll also have at least one pension, a 403 (b) and a very prolific Investment account with my Stephanie Janis Stiefel my FA. Retiring comfortably in the US these days is almost impossible."
Dec,Wall Street Journal,Why does Trump need any funding at all??? Let those employers who break the Federal law pay for all deportation-related expenses.
Dec,Wall Street Journal,"What's completely missing here is the actual ""cost"" of this ""problem"" right now. There is probably a net benefit for the U.S. economy at this time, but Republicans needed this boogeyman just to distract from the real problems, e.g., wealth inequality, and 31% of the voting populace fell for it. That those tricky problems don't have easy solutions that won't create their own issues is, of course, already too complex for a dumbed-down populace to grasp, not to mention the difficulty in recognizing the real problems in the first place. Simply put, we have enough calories to feed everyone on Earth many times over, and people are still starving right this second. Moving people from place A to B and building a wall to keep them there will fix nothing except the account balances of a few already wealthy people."
